cyr,dep_id,see,app_udep_rc2,latest_moecd_scd2,top_uni,public
2018,1595,60,033142_國立臺南大學_綠色能源科技學系,0036_07132058,FALSE,TRUE
2018,1598,50,033062_國立臺南大學_英語學系,0036_02311032,FALSE,TRUE
2018,1599,50,033212_國立臺南大學_英語學系(公費生),0036_02311032,FALSE,TRUE
2018,1600,50,033072_國立臺南大學_行政管理學系,0036_04134040,FALSE,TRUE
2018,1601,0,033232_國立臺南大學_視覺藝術與設計學系,0036_02111030,FALSE,TRUE
2018,1603,50,033042_國立臺南大學_諮商與輔導學系,0036_03131036,FALSE,TRUE
2018,1604,50,033112_國立臺南大學_資訊工程學系,0036_06131052,FALSE,TRUE
2018,1605,50,033122_國立臺南大學_電機工程學系,0036_07141049,FALSE,TRUE
2018,1606,0,033222_國立臺南大學_音樂學系,0036_02151027,FALSE,TRUE
2018,1608,50,033242_國立臺南大學_體育學系,0036_01141017,FALSE,TRUE
2018,1609,50,063022_國立臺南藝術大學_應用音樂學系,0035_02151003,FALSE,TRUE
2018,1614,32.5,063032_國立臺南藝術大學_材質創作與設計系,0035_02141020,FALSE,TRUE
2018,1615,50,063012_國立臺南藝術大學_藝術史學系,0035_02191014,FALSE,TRUE
2018,1616,60,038092_國立臺東大學_公共與文化事務學系,0030_03199017,FALSE,TRUE
2018,1617,70,038032_國立臺東大學_幼兒教育學系,0030_01121007,FALSE,TRUE
2018,1623,60,038102_國立臺東大學_應用數學系,0030_05411024,FALSE,TRUE
2018,1624,60,038132_國立臺東大學_應用科學系化學及奈米科學組,0030_05399021,FALSE,TRUE
2018,1625,60,038142_國立臺東大學_應用科學系應用物理組,0030_05399021,FALSE,TRUE
2018,1626,50,038012_國立臺東大學_教育學系,0030_01111001,FALSE,TRUE
2018,1630,60,038052_國立臺東大學_數位媒體與文教產業學系,0030_01116005,FALSE,TRUE
2018,1632,70,038022_國立臺東大學_文化資源與休閒產業學系,0030_10151031,FALSE,TRUE
2018,1633,70,038042_國立臺東大學_特殊教育學系,0030_01113008,FALSE,TRUE
2018,1637,50,038122_國立臺東大學_生命科學系,0030_05111020,FALSE,TRUE
2018,1639,60,038162_國立臺東大學_綠色與資訊科技學士學位學程,0030_06199023,FALSE,TRUE
2018,1640,15,038192_國立臺東大學_美術產業學系,0030_02131009,FALSE,TRUE
2018,1641,35,038062_國立臺東大學_英美語文學系,0030_02311015,FALSE,TRUE
2018,1642,30,038072_國立臺東大學_華語文學系,0030_02323013,FALSE,TRUE
2018,1643,50,038152_國立臺東大學_資訊工程學系,0030_07141029,FALSE,TRUE
2018,1644,60,038112_國立臺東大學_資訊管理學系,0030_06131028,FALSE,TRUE
2018,1646,70,038082_國立臺東大學_身心整合與運動休閒產業學系,0030_10152035,FALSE,TRUE
2018,1648,60,038172_國立臺東大學_音樂學系〈一般生〉,0030_02151011,FALSE,TRUE
2018,1649,100,038182_國立臺東大學_音樂學系〈原住民生〉,0030_02151011,FALSE,TRUE
2018,1650,70,038202_國立臺東大學_體育學系,0030_01141006,FALSE,TRUE
2018,1652,0,001012_國立臺灣大學_中國文學系,0003_02322006,TRUE,TRUE
2018,1653,50,001052_國立臺灣大學_人類學系,0003_02222013,TRUE,TRUE
2018,1654,60,001552_國立臺灣大學_公共衛生學系,0003_09191122,TRUE,TRUE
2018,1655,60,001412_國立臺灣大學_動物科學技術學系,0003_08112089,TRUE,TRUE
2018,1656,0,001332_國立臺灣大學_化學工程學系,0003_07111076,TRUE,TRUE
2018,1657,30,001112_國立臺灣大學_化學系,0003_05311051,TRUE,TRUE
2018,1658,30,001042_國立臺灣大學_哲學系,0003_02231014,TRUE,TRUE
2018,1659,60,001532_國立臺灣大學_國際企業學系,0003_04131031,TRUE,TRUE
2018,1660,50,001432_國立臺灣大學_園藝暨景觀學系,0003_08121091,TRUE,TRUE
2018,1661,55,001062_國立臺灣大學_圖書資訊學系,0003_03222025,TRUE,TRUE
2018,1662,0,001312_國立臺灣大學_土木工程學系,0003_07321074,TRUE,TRUE
2018,1663,50,001142_國立臺灣大學_地理環境資源學系,0003_03142021,TRUE,TRUE
2018,1664,60,001122_國立臺灣大學_地質科學系,0003_05321052,TRUE,TRUE
2018,1665,25,001022_國立臺灣大學_外國語文學系,0003_02311007,TRUE,TRUE
2018,1666,25,001152_國立臺灣大學_大氣科學系,0003_05322056,TRUE,TRUE
2018,1667,50,001492_國立臺灣大學_工商管理學系企業管理組,0003_04131029,TRUE,TRUE
2018,1668,50,001502_國立臺灣大學_工商管理學系科技管理組,0003_04131029,TRUE,TRUE
2018,1670,0,001342_國立臺灣大學_工程科學及海洋工程學系,0003_07151082,TRUE,TRUE
2018,1681,50,001132_國立臺灣大學_心理學系,0003_03131019,TRUE,TRUE
2018,1682,50,001082_國立臺灣大學_戲劇學系,0003_02152003,TRUE,TRUE
2018,1683,50,001182_國立臺灣大學_政治學系公共行政組,0003_03121016,TRUE,TRUE
2018,1684,50,001172_國立臺灣大學_政治學系國際關係組,0003_03121016,TRUE,TRUE
2018,1685,50,001162_國立臺灣大學_政治學系政治理論組,0003_03121016,TRUE,TRUE
2018,1686,50,001092_國立臺灣大學_數學系,0003_05411059,TRUE,TRUE
2018,1687,50,001072_國立臺灣大學_日本語文學系,0003_02311009,TRUE,TRUE
2018,1688,70,001472_國立臺灣大學_昆蟲學系,0003_05111041,TRUE,TRUE
2018,1689,60,001512_國立臺灣大學_會計學系,0003_04111027,TRUE,TRUE
2018,1690,0,001352_國立臺灣大學_材料科學與工程學系,0003_07112078,TRUE,TRUE
2018,1691,50,001402_國立臺灣大學_森林環境暨資源學系,0003_08211102,TRUE,TRUE
2018,1692,25,001482_國立臺灣大學_植物病理與微生物學系,0003_08194094,TRUE,TRUE
2018,1693,0,001322_國立臺灣大學_機械工程學系,0003_07151069,TRUE,TRUE
2018,1694,70,001032_國立臺灣大學_歷史學系,0003_02221012,TRUE,TRUE
2018,1695,60,001592_國立臺灣大學_法律學系司法組,0003_04211035,TRUE,TRUE
2018,1696,60,001582_國立臺灣大學_法律學系法學組,0003_04211035,TRUE,TRUE
2018,1697,60,001602_國立臺灣大學_法律學系財經法學組,0003_04211035,TRUE,TRUE
2018,1698,25,001242_國立臺灣大學_牙醫學系,0003_09111137,TRUE,TRUE
2018,1699,40,001102_國立臺灣大學_物理學系,0003_05331054,TRUE,TRUE
2018,1700,50,001292_國立臺灣大學_物理治療學系,0003_09151132,TRUE,TRUE
2018,1701,60,001442_國立臺灣大學_獸醫學系,0003_08411104,TRUE,TRUE
2018,1702,40,001622_國立臺灣大學_生化科技學系,0003_05121151,TRUE,TRUE
2018,1703,0,001612_國立臺灣大學_生命科學系,0003_05111038,TRUE,TRUE
2018,1705,70,001382_國立臺灣大學_生物環境系統工程學系,0003_07321075,TRUE,TRUE
2018,1706,50,001452_國立臺灣大學_生物產業傳播暨發展學系,0003_08193098,TRUE,TRUE
2018,1707,50,001462_國立臺灣大學_生物產業機電工程學系,0003_07151161,TRUE,TRUE
2018,1708,35,001202_國立臺灣大學_社會學系,0003_03141018,TRUE,TRUE
2018,1709,60,001212_國立臺灣大學_社會工作學系,0003_09231144,TRUE,TRUE
2018,1710,60,001192_國立臺灣大學_經濟學系,0003_03111015,TRUE,TRUE
2018,1711,50,001302_國立臺灣大學_職能治療學系,0003_09152133,TRUE,TRUE
2018,1712,50,001252_國立臺灣大學_藥學系,0003_09161129,TRUE,TRUE
2018,1713,50,001272_國立臺灣大學_護理學系,0003_09131134,TRUE,TRUE
2018,1714,50,001282_國立臺灣大學_護理學系(公費生),0003_09131134,TRUE,TRUE
2018,1715,60,001522_國立臺灣大學_財務金融學系,0003_04121032,TRUE,TRUE
2018,1716,40,001572_國立臺灣大學_資訊工程學系,0003_06131067,TRUE,TRUE
2018,1718,60,001542_國立臺灣大學_資訊管理學系,0003_06131062,TRUE,TRUE
2018,1719,50,001392_國立臺灣大學_農業化學系,0003_08191100,TRUE,TRUE
2018,1720,60,001422_國立臺灣大學_農業經濟學系,0003_08193096,TRUE,TRUE
2018,1721,50,001372_國立臺灣大學_農藝學系,0003_08111087,TRUE,TRUE
2018,1722,0,001362_國立臺灣大學_醫學工程學系,0003_07193083,TRUE,TRUE
